CUENTA,CARRERA,FACULTAD,MATERIA,NOMBRE MATERIA,SECCION,HORA CLASE,AULA,
12341401,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12011222,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
32111449,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12341128,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12311126,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12311353,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12311245,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12141122,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12251045,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12321010,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12251036,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12141339,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12141109,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12251142,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12311196,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12211055,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12141284,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12321017,L-23,ESCUELA DE ARTE Y DISEÑO,ADI108,DISEÑO DIGITAL II,1726,08:30 AM,06/303,
12311191,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12311092,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12311098,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12311124,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12311149,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12211302,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12011222,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12241053,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12311126,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12241068,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12251045,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12251036,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12141339,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12241287,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12141109,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12111059,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12251106,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12141259,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
11841359,L-23,ESCUELA DE ARTE Y DISEÑO,ADI201,GUIÓN PARA ANIMACIÓN,1731,10:10 AM,05/703,
12241050,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12221073,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12141166,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12311076,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12141140,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12311227,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12311244,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12241031,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12211246,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12141255,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12211090,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12041187,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12141051,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12211130,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
31851129,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12211055,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12141284,L-23,ESCUELA DE ARTE Y DISEÑO,ADI204,GUIÓN GRÁFICO Y ANIMATIC,1748,01:00 PM,03/207,
12311191,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12311092,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12311098,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12211130,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12311124,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12311227,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12311244,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12111041,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12111129,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12141130,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12241398,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12111165,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12241386,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
31611251,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12141259,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12111202,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
32111449,L-23,ESCUELA DE ARTE Y DISEÑO,ADI205,DISEÑO EXPERIENCIA USUARIO,1746,11:30 AM,06/110,
12111251,L-23,ESCUELA DE ARTE Y DISEÑO,ADI208,RIGGING Y ANIMACIÓN,1788,05:10 PM,06/304,
22141090,L-23,ESCUELA DE ARTE Y DISEÑO,ADI208,RIGGING Y ANIMACIÓN,1788,05:10 PM,06/304,
11841341,L-23,ESCUELA DE ARTE Y DISEÑO,ADI208,RIGGING Y ANIMACIÓN,1788,05:10 PM,06/304,
12211152,L-23,ESCUELA DE ARTE Y DISEÑO,ADI208,RIGGING Y ANIMACIÓN,1788,05:10 PM,06/304,
12111202,L-23,ESCUELA DE ARTE Y DISEÑO,ADI208,RIGGING Y ANIMACIÓN,1788,05:10 PM,06/304,
12241050,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12221073,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12151089,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12151022,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12211302,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
22141090,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12211006,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12141140,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12211266,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12241031,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12241068,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12211035,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12211152,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12141255,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
11941301,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12011139,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
11941359,L-23,ESCUELA DE ARTE Y DISEÑO,ADI209,DISEÑO INTERFACES II,1784,03:40 PM,06/304,
12141033,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
12151078,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
12141170,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
12151009,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
11921023,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
12141249,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
12141035,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
12111041,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
12011283,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
11611190,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
11821014,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
11521009,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
11841316,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
12011313,L-23,ESCUELA DE ARTE Y DISEÑO,ADI301,ILUMINACIÓN Y RENDER,1785,03:40 PM,06/309,
12141033,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
12141166,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
12211156,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
12051038,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
12151078,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
12141170,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
12151009,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
11841341,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
11921023,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
12141001,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
11741478,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
12141051,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
12211152,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
31851129,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
11521009,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
11841316,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
11511105,L-23,ESCUELA DE ARTE Y DISEÑO,ADI303,DISEÑO MUNDOS VIRTUALES,1752,11:30 AM,06/310,
12111091,L-23,ESCUELA DE ARTE Y DISEÑO,ADI305,DISEÑO DISPOSITIVOS MÓVILES,1787,05:10 PM,06/308,
12041296,L-23,ESCUELA DE ARTE Y DISEÑO,ADI305,DISEÑO DISPOSITIVOS MÓVILES,1787,05:10 PM,06/308,
12051038,L-23,ESCUELA DE ARTE Y DISEÑO,ADI305,DISEÑO DISPOSITIVOS MÓVILES,1787,05:10 PM,06/308,
12041064,L-23,ESCUELA DE ARTE Y DISEÑO,ADI305,DISEÑO DISPOSITIVOS MÓVILES,1787,05:10 PM,06/308,
11911246,L-23,ESCUELA DE ARTE Y DISEÑO,ADI305,DISEÑO DISPOSITIVOS MÓVILES,1787,05:10 PM,06/308,
12011097,L-23,ESCUELA DE ARTE Y DISEÑO,ADI305,DISEÑO DISPOSITIVOS MÓVILES,1787,05:10 PM,06/308,
12041187,L-23,ESCUELA DE ARTE Y DISEÑO,ADI305,DISEÑO DISPOSITIVOS MÓVILES,1787,05:10 PM,06/308,
12011283,L-23,ESCUELA DE ARTE Y DISEÑO,ADI305,DISEÑO DISPOSITIVOS MÓVILES,1787,05:10 PM,06/308,
12041352,L-23,ESCUELA DE ARTE Y DISEÑO,ADI305,DISEÑO DISPOSITIVOS MÓVILES,1787,05:10 PM,06/308,
12011313,L-23,ESCUELA DE ARTE Y DISEÑO,ADI305,DISEÑO DISPOSITIVOS MÓVILES,1787,05:10 PM,06/308,
12311199,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12011393,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12141033,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12211020,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12151089,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12141166,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12211302,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12141170,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12141122,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12251045,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12151009,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12141035,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
32211252,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12111129,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12241082,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12141105,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
31851129,L-23,ESCUELA DE ARTE Y DISEÑO,ADI309,ADMIN COSTOS PROYECTOS A,1757,02:20 PM,06/110,
12011200,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
12041064,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
11911246,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
11921019,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
11941396,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
12041315,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
11741478,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
11411015,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
12041352,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
11721019,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
11911005,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
11941334,L-23,ESCUELA DE ARTE Y DISEÑO,ADI310,PROYECTO ANIMACIÓN I,1751,01:00 PM,06/110,
12111091,L-23,ESCUELA DE ARTE Y DISEÑO,ADI311,PROYECTO INTERACTIVO I,1756,02:20 PM,06/304,
12041296,L-23,ESCUELA DE ARTE Y DISEÑO,ADI311,PROYECTO INTERACTIVO I,1756,02:20 PM,06/304,
12111193,L-23,ESCUELA DE ARTE Y DISEÑO,ADI311,PROYECTO INTERACTIVO I,1756,02:20 PM,06/304,
12011016,L-23,ESCUELA DE ARTE Y DISEÑO,ADI311,PROYECTO INTERACTIVO I,1756,02:20 PM,06/304,
12111164,L-23,ESCUELA DE ARTE Y DISEÑO,ADI311,PROYECTO INTERACTIVO I,1756,02:20 PM,06/304,
12111082,L-23,ESCUELA DE ARTE Y DISEÑO,ADI311,PROYECTO INTERACTIVO I,1756,02:20 PM,06/304,
12041064,L-23,ESCUELA DE ARTE Y DISEÑO,ADI311,PROYECTO INTERACTIVO I,1756,02:20 PM,06/304,
